asof_date,option_type,rolling30_sharpe,rolling30_max_drawdown,rolling30_win_rate,rolling30_trades
2024-05-01,bear_put_spread,-1.3633773394010955,-0.8513613196584038,0.13333333333333333,6
2024-05-01,bull_call_spread,-1.4507334367890903,-1.8275038699792048,0.26666666666666666,12
2024-05-01,call_ratio_spread,-2.8702417458383436,-1.900193053909443,0.16666666666666666,10
2024-05-01,iron_condor,-0.10660996106863527,-0.609862422143841,0.13333333333333333,6
2024-05-01,put_ratio_spread,1.9922306565701668,-0.4165032154056171,0.16666666666666666,6
2024-05-01,risk_reversal,6.015762946519895,-0.0517514811413351,0.16666666666666666,12
2024-05-01,strangle,1.4020152554236855,-0.38589554206749443,0.2,8
