strategy,rebalance_date,train_start,train_end,feature,rule,direction,q25,q75,val_sharpe,val_expectancy,train_sharpe,train_expectancy,train_obs
iron_condor,2024-04-19,2022-10-19,2024-04-18,mom_5d,q75_momentum,1,-0.007969818778360782,0.016618787416127656,4.894638304636951,0.019433256569192276,-0.6888575531835436,-0.004597250058404106,204
put_ratio_spread,2019-04-08,2016-09-06,2019-04-05,overnight_gap,q75_momentum,1,-0.0010219310385928405,0.0019553731172649424,1.9352444290987647,0.025801576708367677,0.41945460884416724,0.003983031889733659,179
put_ratio_spread,2019-06-21,2016-11-07,2019-06-19,pnl_l1,q75_momentum,-1,-0.13444066665543122,0.17441447261484702,2.402404061225874,0.019247665698497052,-0.7561919827634763,-0.009531499699720915,178
put_ratio_spread,2019-09-04,2017-01-11,2019-09-03,slope_dn,q25_reversion,1,5.071831595489345,7.383110312197894,4.774100075508857,0.05186849857778906,0.03400830376607642,0.00047312168464429434,182
put_ratio_spread,2019-12-02,2017-05-03,2019-11-27,reversion_z20,q75_momentum,-1,-0.547895413723938,1.428142367291435,4.93949656549429,0.025411394925473844,-0.8675324741237228,-0.00784002684865902,183
put_ratio_spread,2020-02-28,2017-08-21,2020-02-26,isk,q75_momentum,-1,-1.1856229124728193e-05,-1.2360491451801253e-06,3.8650751472570346,0.00547883603734552,-0.13224599729645156,-0.0010345371722423231,179
put_ratio_spread,2020-04-15,2017-12-01,2020-04-13,is_opex,q25_reversion,1,0.0,0.0,7.990515374784634,0.24963633837449203,0.3278153082176727,0.007557334601469735,686
put_ratio_spread,2020-06-12,2018-02-14,2020-06-10,is_opex,q25_reversion,1,0.0,0.0,7.03340907833436,0.240032177303353,0.013193878136200278,0.00029469905190080694,693
put_ratio_spread,2020-08-14,2018-04-09,2020-08-12,vix,q75_momentum,1,2.0695969511355127e-05,9.653556499202443e-05,3.523889189898986,0.07848429586863336,1.8935332306204224,0.04131109845686765,185
put_ratio_spread,2020-10-12,2018-07-25,2020-10-09,SPX_lret,q75_momentum,-1,-0.0035185528001352943,0.004387111448883553,4.571070602066157,0.050303090539583276,-1.1593012929840507,-0.02278546729687695,191
put_ratio_spread,2020-12-16,2018-10-01,2020-12-14,vix,q75_momentum,1,2.6108607474681006e-05,0.00013683881222834195,3.9122314620594483,0.0494614276223084,3.024305375192695,0.06334878944869916,191
put_ratio_spread,2021-03-05,2018-12-03,2021-03-03,vix,q75_momentum,1,2.6112735690341136e-05,0.00013751615442410506,4.628870062288771,0.0633456865336535,3.0540270756865056,0.06363567058690257,191
put_ratio_spread,2021-05-19,2019-02-06,2021-05-14,mom_5d,q75_momentum,-1,-0.010726344723808678,0.018554481638980658,4.820915200276154,0.03218356905180402,-1.1809366607924132,-0.015700227968867064,192
put_ratio_spread,2021-08-06,2019-04-08,2021-08-02,mom_5d,q75_momentum,-1,-0.010726374802204286,0.01840334970736679,3.9198810198454224,0.024243397409377573,-1.1452992318982218,-0.01528693031239373,192
put_ratio_spread,2021-10-11,2019-06-21,2021-10-08,reversion_z20,q75_momentum,-1,-0.32531442800602456,1.4443851365853237,4.251734615211314,0.024554706019012777,0.24291809400934786,0.002309556908769452,192
put_ratio_spread,2021-12-15,2019-09-04,2021-12-13,slope_dn,q75_momentum,-1,4.357699844286144,7.346907150661738,4.217599555797254,0.018361131706710755,-1.0745614550830211,-0.013823513322066786,191
put_ratio_spread,2022-02-14,2019-12-02,2022-02-11,atr14,q25_reversion,1,0.009409449332313257,0.02061166586846839,3.7251212831305844,0.044284545000196816,0.2409223085862462,0.0021795491398918384,193
put_ratio_spread,2022-04-08,2020-02-28,2022-04-06,SPX_lrv_skew,q75_momentum,-1,-0.41257144753858344,0.27803163031636763,3.4016831806454846,0.04990817975012261,-1.357754876090183,-0.02472690592663549,194
put_ratio_spread,2022-05-20,2020-04-15,2022-05-19,SPX_lrv_skew,q75_momentum,-1,-0.44878322726668834,0.17434227370023533,5.362962693354599,0.11493718752590593,0.6456755450325236,0.007586113949868438,194
put_ratio_spread,2022-06-28,2020-06-12,2022-06-27,overnight_gap,q25_reversion,1,-0.002189165698992497,0.0027069541849641513,4.059013740481017,0.08033922792702403,-0.5141199552195825,-0.007064597987772572,195
put_ratio_spread,2022-08-03,2020-08-14,2022-08-02,overnight_gap,q25_reversion,1,-0.002189165698992497,0.0024250745576691,3.9780262724157924,0.07466088529089511,-0.48792939870196184,-0.00679752691949193,195
put_ratio_spread,2022-09-21,2020-10-12,2022-09-20,reversion_z20,q25_reversion,1,-0.9650306400043648,1.2897586900637503,2.957590419387253,0.04514260356907001,-0.5577184055963965,-0.009483497060085957,197
put_ratio_spread,2022-10-20,2020-12-16,2022-10-19,isk,q25_reversion,-1,-2.051633953310417e-05,-4.79376791961394e-06,2.914960138034737,0.03221942252948727,-0.3265204722832886,-0.004683132956414052,192
put_ratio_spread,2022-11-28,2021-03-05,2022-11-23,isk,q75_momentum,1,-1.876881839895392e-05,-3.782324839029171e-06,3.7210592848921356,0.05579341829182869,-1.1025467769073445,-0.018820724765038398,193
put_ratio_spread,2023-01-04,2021-05-19,2023-01-03,mom_5d,q75_momentum,1,-0.023199236010172153,0.014580815638567945,4.401348939744933,0.07687532029804477,-0.7271495085305658,-0.009675627438632569,196
put_ratio_spread,2023-03-17,2021-08-06,2023-03-16,month,q25_reversion,-1,5.0,10.0,2.439839804384368,0.04215710819884341,1.3586691600033303,0.02300977082255262,250
put_ratio_spread,2023-05-09,2021-10-11,2023-05-08,price_vs_ma20,q75_momentum,-1,-0.03368628671140661,0.01907804919178524,3.8890590003091847,0.04619574500022573,-1.2940143795526264,-0.016019787777488942,200
put_ratio_spread,2023-06-27,2021-12-15,2023-06-23,SPX_lret,q25_reversion,1,-0.008380216737794707,0.00796342502007042,3.3775269156336662,0.030704444349533466,0.7298149444157422,0.010873485172794095,199
put_ratio_spread,2023-08-09,2022-02-14,2023-08-08,overnight_gap,q75_momentum,-1,-0.004410749662504013,0.003367118503421931,2.8111700871873704,0.014326380269040359,1.28388966221438,0.019878801111743123,200
put_ratio_spread,2023-09-18,2022-04-08,2023-09-15,weekday,q25_reversion,-1,1.0,3.0,5.4071618343820855,0.06039972313644454,-1.3915459537933585,-0.022980905207905928,311
put_ratio_spread,2023-10-25,2022-05-20,2023-10-24,SPX_lrv,q25_reversion,1,3.121611519913086,10.226449785976536,3.631718835287137,0.05227861622110892,-0.7835858938739548,-0.010234759803227625,201
put_ratio_spread,2023-12-05,2022-06-28,2023-12-04,mom_5d,q25_reversion,1,-0.01608031991393777,0.017273274823610407,4.868834331986324,0.054845543236305715,-0.9927645798620283,-0.015160699787511063,198
put_ratio_spread,2024-01-23,2022-08-03,2024-01-19,weekday,q25_reversion,-1,1.0,3.0,8.79369793374196,0.08290242583749341,-0.6732298756758966,-0.009660927394875361,309
put_ratio_spread,2024-03-13,2022-09-21,2024-03-12,weekday,q25_reversion,-1,1.0,3.0,6.508545962663094,0.06047331924040232,0.05758135749396729,0.0008118671829062211,322
put_ratio_spread,2024-04-22,2022-10-20,2024-04-19,vix,q25_reversion,-1,2.7861348107944078e-05,7.989236136065201e-05,3.407748080348427,0.04054041148786596,1.4591794488075915,0.012851886648989735,196
risk_reversal,2019-04-05,2016-09-06,2019-04-03,pnl_l1,q75_momentum,1,0.002993448203831925,0.023167992075957954,3.6321181807251124,0.05662158890315174,-0.7918732481949456,-0.014002491518321895,101
risk_reversal,2019-06-19,2016-11-07,2019-06-17,pnl_l1,q75_momentum,1,0.0024360435490119034,0.023851128224840666,4.447473643700515,0.04036217697309204,-0.4380468760117526,-0.008262497944929684,101
risk_reversal,2019-09-03,2017-01-11,2019-08-30,mom_5d,q75_momentum,-1,-0.005882066640548245,0.012380843909854944,3.208631550662383,0.044880166698150856,0.3306024352950467,0.00245951283155286,102
risk_reversal,2019-11-27,2017-05-03,2019-11-18,vix,q25_reversion,-1,1.409476025296846e-05,6.67628891749841e-05,3.0615144943691655,0.00026392875480486615,0.7144757534953521,0.0015631425444845891,100
risk_reversal,2020-02-26,2017-08-21,2020-02-24,overnight_gap,q75_momentum,1,-0.0014244629824041578,0.0026946089805540917,2.9959998943472383,0.026095186421873567,-0.014529352420211564,-0.0001672017891889647,102
risk_reversal,2020-04-13,2017-12-01,2020-04-09,SPX_lret,q25_reversion,1,-0.0026510243657349207,0.0030183883448295563,3.9789457295676525,0.2313156829395716,-0.2134522901556143,-0.004917116978405564,102
risk_reversal,2020-06-10,2018-02-12,2020-06-08,SPX_lret,q25_reversion,1,-0.002569142467879448,0.0029045506372618593,4.329117352068527,0.25371428520549427,-0.260121740700804,-0.005984817428502642,102
risk_reversal,2020-08-12,2018-04-06,2020-08-03,weekday,q25_reversion,1,0.0,4.0,4.716769587732237,0.11924178102715148,-0.8233255964718572,-0.016985630615401013,122
risk_reversal,2020-10-09,2018-07-23,2020-10-07,price_vs_ma20,q75_momentum,1,-0.01104452266631517,0.019146499718818655,4.428919001642188,0.03207874976969887,1.3647166031478437,0.014570917168328845,102
risk_reversal,2020-12-14,2018-09-26,2020-12-04,isk,q75_momentum,1,-2.08895700739658e-05,-3.7459371444677765e-06,4.391099679888706,0.0012046480351163857,1.2183788130253042,0.0057887243278623235,100
risk_reversal,2021-03-03,2018-11-30,2021-02-26,isk,q75_momentum,1,-1.9383294140452145e-05,-4.31786022742124e-06,4.526795806792753,0.001313907331539327,1.2309930620014653,0.005848904694909825,102
risk_reversal,2021-05-14,2019-02-01,2021-05-12,overnight_gap,q75_momentum,1,-0.002189165698992497,0.004045410495302252,4.959491916263347,0.004112669773527032,-0.06019661521619818,-0.0012061631032147205,102
risk_reversal,2021-08-02,2019-04-05,2021-07-28,month,q25_reversion,1,4.0,10.0,3.9487444410468195,0.05454522235568541,1.143713002329988,0.04571232946165764,107
risk_reversal,2021-10-08,2019-06-19,2021-10-01,SPX_lret,q25_reversion,1,-0.004179618729890035,0.0044868304143135885,4.317151739221985,0.023385745359227345,2.3325286207766243,0.07497605852289088,102
risk_reversal,2021-12-13,2019-09-03,2021-12-10,mom_5d,q75_momentum,1,-0.008882254698591718,0.018554481638980658,3.124789819765231,0.0013872551499145157,1.1242733461235455,0.016244778947286945,102
risk_reversal,2022-02-11,2019-11-27,2022-02-07,slope_dn,q25_reversion,1,4.420191008600146,7.4293305049293075,3.513696130987035,0.10413472344181512,1.1227638073628177,0.04321787051122865,102
risk_reversal,2022-04-06,2020-02-26,2022-04-01,isk,q25_reversion,1,-2.3592624172326604e-05,-5.443617751293318e-06,3.577563065022254,0.09625764526879935,1.6497184309441952,0.06389661305167142,100
risk_reversal,2022-05-19,2020-04-13,2022-05-18,slope_up,q75_momentum,-1,-2.671588803649002,0.9277463337550665,4.245661977676129,0.06923360399912791,1.3993238653411233,0.008347610934913211,102
risk_reversal,2022-06-27,2020-06-10,2022-06-24,pnl_mean5_l1,q75_momentum,-1,-0.06557304529978045,0.07039706283352334,4.9022248397759824,0.11062614387880969,0.2966477495676006,0.004677275606821424,101
risk_reversal,2022-08-02,2020-08-12,2022-07-29,slope_up,q25_reversion,1,-3.000845901730017,1.0751033893852482,4.582387906452415,0.059738133911911705,-0.8657405432465533,-0.015552071710765676,102
risk_reversal,2022-09-20,2020-10-09,2022-09-19,slope_up,q25_reversion,1,-2.79035458279238,1.0177123053090857,4.3417088803702235,0.054356958818069984,0.14148927142597106,0.002859856854816178,102
risk_reversal,2022-10-19,2020-12-14,2022-10-18,slope_dn,q25_reversion,-1,2.8868457235662763,6.833660079431161,4.491294056820997,0.16970376951778007,0.21961908122532348,0.006704051934730326,101
risk_reversal,2022-11-23,2021-03-03,2022-11-21,overnight_gap,q25_reversion,-1,-0.0031746634785478445,0.0024380424933592377,3.843517666637417,0.09494452415308023,1.9840141277766754,0.03728790570547223,102
risk_reversal,2023-01-03,2021-05-14,2022-12-30,slope_up,q25_reversion,1,-2.6595283755140438,0.4558276442493821,3.5470504179635083,0.127898936672425,0.07687596916282216,0.0016572967472412755,102
risk_reversal,2023-03-16,2021-08-02,2023-03-15,overnight_gap,q25_reversion,1,-0.003848512797943621,0.0026568154308394395,4.831453344517351,0.07275249399084206,-2.655402403754809,-0.0519373492053691,102
