option_type,base_weight,effective_weight,sharpe,bootstrap_pvalue
bull_call_spread,0.26101766495137413,0.03429792441749218,2.0633029585854548,0.0
iron_condor,0.490958029953872,0.0645122674231866,1.9344035566427285,0.0
bear_put_spread,0.24802430509475387,0.03259058681497912,1.8932752299445772,0.0
