option_type,expectancy,sharpe,sortino,max_drawdown,cvar_5,win_rate,profit_factor,skew,kurtosis,tail_risk_es1,t_stat,n_obs,robustness_score,stability_score,implementation_simplicity
bear_put_spread,-0.004451070931409285,-0.3696074693885953,-0.2761376440761468,-26.254301324141295,-0.5651828658427495,0.12773047019622363,0.8877201580190661,-0.5618714714823562,10.998229986301839,-0.9427359020311735,-1.2100484536025289,2701,0.3333333333333333,0.9795151141337197,1.0
bull_call_spread,0.0013234282738290588,0.08747483866882838,0.08240400198068054,-24.367637201468668,-0.6452154171291486,0.1969178082191781,1.023363508500002,-0.13010379476632117,6.6340504718758195,-1.0213271748547872,0.32618570819470927,3504,0.5,0.9824747390042857,1.0
call_ratio_spread,0.003534550037246062,0.2061957064105642,0.210298179079442,-22.312317123958366,-0.6362383220148838,0.1797945205479452,1.0662395295243194,2.6997558986202397,36.115884735424125,-1.0492186813102053,0.7688850136308468,3504,0.6666666666666666,0.9838254379281528,1.0
iron_condor,0.009319948821578609,1.1415410458373743,1.14894366011679,-5.798273148660661,-0.3239252304969969,0.2407275320970043,1.338604261620255,0.22970507807968002,7.02581385702676,-0.5008100289044867,3.807853804323525,2804,0.6666666666666666,0.990531895704274,1.0
put_ratio_spread,0.008522472374408233,0.5574886810187843,0.4607176975054976,-17.722893731424236,-0.6199392199802007,0.15105516475379488,1.198583163468867,0.5994694994965029,15.241625521096308,-1.0186275301386731,1.8251479535400017,2701,1.0,0.988832365606508,1.0
risk_reversal,-0.009162336726079185,-0.5499163771676984,-0.3101062815408218,-19.565846806691912,-0.7299500881207375,0.20042796005706134,0.757823576126488,-0.25009584725277384,33.81865611859504,-1.5206211989079448,-1.2970908332304234,1402,0.3333333333333333,0.981727164645423,1.0
strangle,-0.0004641923192246066,-0.03266473090566984,-0.01701884591088082,-23.452080617685386,-0.6529871050235178,0.15786970993818356,0.9875105869354732,-2.4074483054543516,26.35932442732386,-1.4144350056624844,-0.09436228540924041,2103,0.5,0.9738022885905745,1.0
